work_order_id;equipment_id;equipment_type;fabricante;modelo;prioridade;tipo_manutencao;status;data_abertura;data_inicio;data_fim;tempo_reparo_min;causa_raiz;componente_afetado;severidade_falha;tempo_parada_h;horas_planejadas_em_aberto;equipe_capacidade_h_dia;tempo_disponivel_h;tempo_operado_h;local;turno;custo_estimado;responsavel;observacoes
WO0325;H007;Colhedora de cana;John Deere;Joh-358;Média;Preditiva;Em Andamento;2026-02-24 08:24;2026-02-24 17:44;;3399;Condições ambientais;Transmissão;2;12,2;39,7;15;14,3;2,1;Fazenda B;Noite;19111;Srta. Clarice Pereira;Rem cupiditate tempore distinctio nihil in eius. Optio molestias magni repudiandae.
WO0326;H007;Colhedora de cana;John Deere;Joh-358;Alta;Corretiva;Aberta;2023-03-10 11:04;;;3182;Desgaste de peças;Transmissão;4;16,8;4,4;9;19,2;2,4;Fazenda A;Manhã;26485;Joaquim da Cruz;"Voluptas fuga laborum corporis distinctio aut. Aliquam sit voluptatem adipisci.
Eveniet deserunt repellat necessitatibus. Cum saepe sapiente veritatis laborum. Consequuntur iste ipsa architecto."
WO0327;H007;Colhedora de cana;John Deere;Joh-358;Alta;Corretiva;Concluída;2023-04-02 07:34;2023-04-02 14:35;2023-04-04 18:12;3097;Falha mecânica;Motor;5;15,9;8,9;7;17,5;1,6;Armazém;Manhã;2215;Aurora da Rosa;Qui quibusdam nam placeat odio. Fuga sed ratione esse nemo laboriosam.
WO0328;H001;Colhedora de cana;Case IH;Cas-500;Alta;Preventiva;Concluída;2023-10-18 00:30;2023-10-19 07:36;2023-10-22 01:16;3940;Manutenção programada;Transmissão;4;0,2;1,1;6;13,7;13,5;Fazenda B;Noite;31358;Bella Pereira;
WO0329;H006;Colhedora de cana;Valtra;Val-290;Alta;Preventiva;Em Andamento;2026-02-23 20:51;2026-02-24 03:13;;5610;Manutenção programada;Pneus/Rodas;4;8,7;4,4;9;10;1,3;Fazenda A;Manhã;3696;Davi Lucas Gomes;Odio fugit cumque assumenda magni exercitationem modi. Ipsa porro consectetur eligendi. Quod optio facilis fugit nobis. Enim dicta magni.
WO0330;H004;Colhedora de cana;Valtra;Val-228;Alta;Preventiva;Em Andamento;2026-02-07 17:00;2026-02-07 23:01;;4735;Manutenção programada;Transmissão;4;11,9;43,5;12;19,5;7,6;Fazenda A;Tarde;1192;Mathias da Costa;
WO0331;T014;Trator;John Deere;Joh-T77;Alta;Corretiva;Concluída;2024-08-18 23:50;2024-08-20 10:42;2024-08-24 03:09;5307;Condições ambientais;Motor;5;13,4;7,4;6;15,7;2,3;Armazém;Manhã;25435;Srta. Cecília Leão;"Porro distinctio explicabo asperiores corporis. Ex itaque omnis velit.
Eveniet ratione quaerat quibusdam totam sequi praesentium cumque."
WO0332;T003;Trator;AGCO;AGC-T75;Média;Preditiva;Em Andamento;2026-02-20 10:32;2026-02-21 04:23;;1272;Erro humano;Ferramentas de corte;3;3,8;24,4;10;16,2;12,4;Armazém;Tarde;15376;Aurora Pinto;"Voluptatibus sunt maxime ducimus quam beatae voluptatum. Unde dicta non nam tenetur porro consequatur.
At dolores sunt omnis facilis hic. Illum quae culpa possimus voluptatibus dignissimos."
WO0333;T011;Trator;Case IH;Cas-T147;Baixa;Preventiva;Concluída;2024-10-26 04:24;2024-10-27 04:36;2024-11-01 11:36;7620;Manutenção programada;Motor;1;4,3;5,3;9;10,8;6,5;Fazenda A;Tarde;7133;Sr. João Guilherme Macedo;"Voluptatibus tenetur cupiditate occaecati quos dicta recusandae eos. Ad sit veniam odio.
Accusamus itaque nobis pariatur illum. Consequatur laudantium odio harum harum aliquid."
WO0334;T001;Trator;New Holland;New-T163;Alta;Corretiva;Em Andamento;2026-01-28 08:55;2026-01-29 02:44;;3169;Desgaste de peças;Sistema hidráulico;5;13,7;32,8;7;19,5;5,8;Armazém;Tarde;28162;Lunna Machado;
WO0335;T013;Trator;Valtra;Val-T107;Alta;Corretiva;Em Andamento;2026-02-08 17:27;2026-02-09 17:14;;2911;Erro humano;Sistema elétrico;4;15,2;24,7;10;17,8;2,6;Fazenda B;Tarde;29421;Maria Cassiano;
WO0336;T007;Trator;John Deere;Joh-T165;Média;Preditiva;Em Andamento;2026-02-17 22:30;2026-02-18 02:22;;2908;Desgaste de peças;Transmissão;2;1,9;43,6;11;11,5;9,6;Armazém;Noite;11986;Emilly Teixeira;
WO0337;H005;Colhedora de cana;Case IH;Cas-206;Média;Preventiva;Concluída;2024-04-23 11:26;2024-04-23 12:37;2024-04-26 05:27;3890;Manutenção programada;Pneus/Rodas;3;6,9;2,1;11;9,5;2,6;Fazenda A;Manhã;16481;Sra. Milena Pacheco;"Vel saepe facere repellendus quod aliquam eum. Consequatur iure neque vitae dolorem illum omnis dignissimos.
Ea impedit nisi magni. Facere eos perspiciatis harum. Id sapiente doloribus."
WO0338;T002;Trator;Case IH;Cas-T79;Baixa;Preventiva;Em Andamento;2026-02-20 01:45;2026-02-20 12:19;;1271;Manutenção programada;Ferramentas de corte;1;18,8;20,2;7;20,8;2;Fazenda B;Tarde;457;Maria Laura Fogaça;"Aspernatur ex fugit reprehenderit dicta sequi. Pariatur fugit officia.
Molestiae quis reprehenderit nesciunt. Dolores ut a debitis non ipsa occaecati. Accusantium sapiente facere minus cumque rerum."
WO0339;T009;Trator;Case IH;Cas-T173;Média;Preditiva;Concluída;2025-01-07 07:21;2025-01-09 04:23;2025-01-15 16:13;9350;Erro humano;Transmissão;2;9,5;25,5;11;23,9;14,4;Fazenda A;Manhã;1210;Elisa Gonçalves;
WO0340;T013;Trator;Valtra;Val-T107;Média;Preditiva;Em Andamento;2026-02-14 17:53;2026-02-14 17:54;;4082;Desgaste de peças;Motor;3;7,3;11,6;8;11;3,7;Fazenda A;Noite;16914;Gustavo da Luz;"Saepe aspernatur nostrum vero doloremque quam. Quasi enim deserunt. Eum suscipit eaque quas hic magnam.
At quibusdam nesciunt optio ut sequi id."
WO0341;H015;Colhedora de cana;Case IH;Cas-360;Baixa;Preditiva;Aberta;2024-04-13 05:45;;;2156;Condições ambientais;Motor;1;4,1;31,5;16;19,2;15,1;Fazenda A;Manhã;2126;Rodrigo da Mata;
WO0342;T009;Trator;Case IH;Cas-T173;Baixa;Preditiva;Aberta;2024-07-18 06:43;;;6570;Condições ambientais;Sistema hidráulico;1;11,6;42,9;14;20,1;8,5;Fazenda B;Tarde;7439;Pedro Henrique Brito;"Doloribus occaecati dolore quia voluptatum repudiandae autem. Optio sapiente eveniet nam aliquam.
Adipisci totam consequatur debitis."
WO0343;H006;Colhedora de cana;Valtra;Val-290;Média;Preditiva;Em Andamento;2026-01-29 09:39;2026-01-29 17:55;;5116;Falha mecânica;Pneus/Rodas;2;3;40,5;10;17,8;14,8;Armazém;Tarde;6314;Rafaela Dias;
WO0344;H010;Colhedora de cana;AGCO;AGC-327;Média;Preventiva;Concluída;2023-10-01 05:16;2023-10-03 01:24;2023-10-04 16:09;2325;Manutenção programada;Transmissão;2;0,8;20,6;6;15,6;14,8;Fazenda B;Noite;8852;Mirella Campos;
WO0345;H013;Colhedora de cana;AGCO;AGC-457;Baixa;Preditiva;Em Andamento;2026-02-12 12:09;2026-02-12 23:01;;2427;Sobrecarga;Ferramentas de corte;1;2;16,6;11;8,6;6,6;Fazenda A;Tarde;7585;Isabel da Paz;"Voluptatem numquam quam enim.
Veniam asperiores eaque sequi assumenda dolorum at voluptates. Qui culpa sunt dolores amet sed hic."
WO0346;T004;Trator;Valtra;Val-T81;Alta;Preventiva;Concluída;2023-06-20 20:36;2023-06-21 16:39;2023-06-26 06:58;6619;Manutenção programada;Transmissão;5;7,6;18;7;9,5;1,9;Armazém;Manhã;23150;Oliver Martins;"Repellendus repellendus culpa quos dolor. Repellendus nobis ipsum culpa neque quos.
Placeat atque aperiam minima alias maiores numquam."
WO0347;H010;Colhedora de cana;AGCO;AGC-327;Baixa;Corretiva;Concluída;2023-02-23 08:46;2023-02-24 23:14;2023-03-03 09:15;9241;Erro humano;Sistema hidráulico;1;18,9;24,8;14;19,1;0,2;Fazenda A;Noite;972;Maria Fernanda Castro;
WO0348;T002;Trator;Case IH;Cas-T79;Baixa;Preditiva;Aberta;2024-12-23 12:24;;;600;Sobrecarga;Sistema elétrico;1;9,5;25,3;14;20,8;11,3;Fazenda B;Manhã;7387;Amanda da Costa;Numquam nobis enim modi itaque at. Et dignissimos commodi quia ipsum deleniti hic nihil. Quis aliquid ipsum atque architecto voluptate.
WO0349;T004;Trator;Valtra;Val-T81;Baixa;Preditiva;Aberta;2023-08-12 08:24;;;1922;Falha mecânica;Ferramentas de corte;1;18;36,1;14;18,1;0,1;Fazenda B;Noite;4520;Srta. Isabella Sousa;"Atque quos quod velit. Ipsum expedita illo. Totam inventore laboriosam aperiam at soluta. Numquam accusamus atque exercitationem expedita.
Iste quos sint accusamus facere."
WO0350;H010;Colhedora de cana;AGCO;AGC-327;Média;Preventiva;Aberta;2023-06-23 04:58;;;8905;Manutenção programada;Pneus/Rodas;3;9;14,7;10;19,4;10,4;Armazém;Manhã;1922;Bryan Jesus;"Provident provident iure aliquam voluptates fugit incidunt beatae. Deserunt quo nesciunt dolor aperiam.
Saepe eligendi molestias modi. Fugiat modi nam officia veritatis eaque dolorum quis."
WO0351;H012;Colhedora de cana;Case IH;Cas-275;Baixa;Preditiva;Aberta;2025-07-09 13:57;;;6994;Desgaste de peças;Pneus/Rodas;1;0,1;31,1;13;21,9;21,8;Fazenda B;Tarde;1120;Cecília da Rocha;"Officiis quas molestias. Cupiditate quas qui molestias.
Laborum labore eos.
Reiciendis recusandae quasi sed. Nemo aliquid laborum voluptatem alias. Amet esse ut et."
WO0352;H014;Colhedora de cana;AGCO;AGC-449;Média;Corretiva;Em Andamento;2026-02-14 06:19;2026-02-15 05:20;;345;Sobrecarga;Sistema elétrico;2;3,4;9,1;9;11,1;7,7;Fazenda A;Noite;17578;Isabelly Azevedo;Repellendus quas nobis architecto laboriosam veritatis illum. Ipsum vitae tempore provident. Dolores eius iste vel. Quasi amet nostrum neque vel molestiae corrupti reprehenderit.
WO0353;H001;Colhedora de cana;Case IH;Cas-500;Média;Corretiva;Aberta;2025-09-07 08:36;;;4905;Desgaste de peças;Ferramentas de corte;3;0,1;0;14;20;19,9;Fazenda A;Noite;13392;Leonardo Guerra;
WO0354;H010;Colhedora de cana;AGCO;AGC-327;Média;Preventiva;Em Andamento;2026-02-15 05:25;2026-02-15 16:13;;6200;Manutenção programada;Motor;3;3,6;14,2;7;18;14,4;Fazenda A;Noite;26254;Emanuella Câmara;"Labore illum mollitia repudiandae. Nobis natus dolorum nulla.
Sit ratione nesciunt numquam. Modi perspiciatis incidunt reprehenderit. Nulla illo a placeat minima tenetur ipsam."
WO0355;H008;Colhedora de cana;Valtra;Val-318;Alta;Corretiva;Aberta;2025-12-24 03:51;;;6339;Sobrecarga;Ferramentas de corte;4;11;41,3;6;14,6;3,6;Armazém;Noite;29008;Ana Julia Pacheco;Deleniti excepturi tempore quasi. Quisquam dignissimos autem qui vitae soluta incidunt totam.
WO0356;H009;Colhedora de cana;Valtra;Val-288;Baixa;Preventiva;Em Andamento;2026-02-22 11:15;2026-02-23 03:29;;5297;Manutenção programada;Pneus/Rodas;1;14,4;27,8;11;20,6;6,2;Fazenda A;Tarde;8236;Diego da Conceição;Enim quidem sunt. Mollitia quam sequi vel voluptatem. Reiciendis rem voluptatem voluptatum. Atque ipsa veritatis accusantium placeat nihil.
WO0357;T015;Trator;Case IH;Cas-T200;Média;Preventiva;Concluída;2026-02-22 00:17;2026-02-23 00:32;2026-02-24 08:24;1912;Manutenção programada;Sistema elétrico;2;8;25,6;15;16;8;Armazém;Noite;1842;Luiz Felipe Alves;
WO0358;T006;Trator;New Holland;New-T150;Alta;Corretiva;Concluída;2024-11-19 15:57;2024-11-20 07:13;2024-11-26 02:25;8352;Desgaste de peças;Pneus/Rodas;5;9,1;1,8;16;17;7,9;Fazenda A;Manhã;29032;Allana Moura;Quo architecto totam expedita inventore labore qui. Tempore nam autem in. Quia quasi ipsam provident soluta dignissimos.
WO0359;H014;Colhedora de cana;AGCO;AGC-449;Baixa;Preventiva;Em Andamento;2026-02-04 04:10;2026-02-04 13:16;;2799;Manutenção programada;Ferramentas de corte;1;14,9;34,6;15;22,7;7,8;Fazenda B;Manhã;9657;Matheus Mendes;
WO0360;T011;Trator;Case IH;Cas-T147;Baixa;Preditiva;Concluída;2023-05-19 00:29;2023-05-19 13:58;2023-05-25 23:29;9211;Erro humano;Transmissão;1;12,3;32,6;6;16,7;4,4;Armazém;Manhã;4432;Clarice Moraes;
WO0361;T009;Trator;Case IH;Cas-T173;Alta;Preditiva;Em Andamento;2026-02-03 08:29;2026-02-04 01:33;;3576;Condições ambientais;Pneus/Rodas;4;9,7;28;12;19,1;9,4;Fazenda B;Noite;29525;Isadora da Conceição;
WO0362;H012;Colhedora de cana;Case IH;Cas-275;Alta;Corretiva;Concluída;2024-04-06 02:22;2024-04-07 01:32;2024-04-08 23:29;2757;Erro humano;Sistema hidráulico;4;6,1;25,7;11;11,5;5,4;Fazenda B;Noite;2011;Maria Laura Teixeira;Nemo tenetur iure dolores. Esse debitis atque dolorum soluta vitae velit. Repellat hic quae repellat aliquam blanditiis.
WO0363;T002;Trator;Case IH;Cas-T79;Baixa;Corretiva;Concluída;2023-01-14 17:57;2023-01-16 02:01;2023-01-17 14:32;2191;Condições ambientais;Ferramentas de corte;1;1;10,5;9;15,7;14,7;Fazenda A;Tarde;4037;Maya Vasconcelos;"Excepturi eligendi ea eligendi repudiandae tempore.
Eveniet dolorum rerum possimus libero nam ipsam quod. Laboriosam tenetur ratione quis."
WO0364;T011;Trator;Case IH;Cas-T147;Alta;Corretiva;Concluída;2024-08-15 11:15;2024-08-16 17:07;2024-08-18 12:49;2622;Erro humano;Sistema elétrico;5;14,2;48,1;9;17,6;3,4;Fazenda A;Tarde;15899;Lucca Albuquerque;
WO0365;H012;Colhedora de cana;Case IH;Cas-275;Média;Corretiva;Aberta;2025-01-08 20:27;;;8079;Erro humano;Transmissão;2;2,8;34;13;14,9;12,1;Armazém;Tarde;7156;Mariana Macedo;
WO0366;T008;Trator;Case IH;Cas-T163;Média;Preventiva;Em Andamento;2026-02-20 12:24;2026-02-20 20:25;;4639;Manutenção programada;Sistema hidráulico;3;3,2;26,7;6;10,4;7,2;Fazenda B;Manhã;28264;Brenda Moreira;
WO0367;T001;Trator;New Holland;New-T163;Média;Corretiva;Concluída;2025-05-14 17:30;2025-05-15 23:18;2025-05-20 15:38;6740;Sobrecarga;Motor;3;4,9;27;16;20,9;16;Armazém;Tarde;29470;Vitor Hugo Farias;Voluptatum qui dolorem blanditiis tempore incidunt. Facilis culpa nulla expedita voluptatibus nihil fugit. Enim magnam nobis ipsum.
WO0368;T014;Trator;John Deere;Joh-T77;Alta;Corretiva;Concluída;2023-07-10 01:31;2023-07-11 13:52;2023-07-18 09:09;9797;Erro humano;Sistema elétrico;4;2,6;17,2;9;19,9;17,3;Armazém;Manhã;27056;Luiz Fernando Souza;Soluta similique fugiat commodi assumenda. Itaque incidunt hic minima. Vero perferendis excepturi asperiores autem.
WO0369;H008;Colhedora de cana;Valtra;Val-318;Média;Corretiva;Em Andamento;2026-01-28 23:05;2026-01-29 10:11;;5441;Desgaste de peças;Sistema elétrico;2;4,5;36,3;9;8,6;4,1;Fazenda B;Noite;13498;Isabela da Rocha;
WO0370;H001;Colhedora de cana;Case IH;Cas-500;Média;Preditiva;Aberta;2024-07-02 19:46;;;3390;Desgaste de peças;Motor;3;3,6;12,4;7;10,3;6,7;Fazenda A;Manhã;14343;Emanuella Lopes;
WO0371;T005;Trator;New Holland;New-T152;Média;Preditiva;Em Andamento;2026-02-17 09:50;2026-02-17 10:54;;3404;Sobrecarga;Transmissão;2;1,7;47,3;15;19,6;17,9;Armazém;Manhã;5789;Leandro Machado;
WO0372;H005;Colhedora de cana;Case IH;Cas-206;Média;Preventiva;Concluída;2023-08-05 01:44;2023-08-06 21:09;2023-08-11 15:10;6841;Manutenção programada;Transmissão;2;12,4;28,7;14;13,8;1,4;Armazém;Noite;5847;Srta. Maria Luísa Almeida;Distinctio deleniti id fugiat. Nulla distinctio saepe sint voluptas eligendi eaque. Suscipit commodi ex alias eaque.
WO0373;T012;Trator;John Deere;Joh-T122;Alta;Preventiva;Concluída;2024-12-12 20:53;2024-12-13 06:59;2024-12-15 02:12;2593;Manutenção programada;Transmissão;4;2,8;44,1;9;13,5;10,7;Armazém;Noite;3282;Cecilia Pereira;
WO0374;H015;Colhedora de cana;Case IH;Cas-360;Baixa;Preditiva;Concluída;2026-02-07 20:17;2026-02-08 18:58;2026-02-14 22:05;8827;Sobrecarga;Ferramentas de corte;1;2,2;6,6;9;12,6;10,4;Armazém;Noite;6143;Davi Luiz Jesus;
WO0375;T015;Trator;Case IH;Cas-T200;Média;Corretiva;Aberta;2025-03-08 06:14;;;6806;Erro humano;Motor;3;14,8;8;6;23;8,2;Fazenda B;Manhã;18089;Dr. Paulo Nascimento;
WO0376;H012;Colhedora de cana;Case IH;Cas-275;Alta;Preditiva;Aberta;2024-06-30 09:15;;;2154;Erro humano;Sistema elétrico;5;9;15,3;13;13;4;Fazenda A;Noite;37768;Srta. Mirella Cunha;
WO0377;T007;Trator;John Deere;Joh-T165;Baixa;Corretiva;Em Andamento;2026-01-26 15:58;2026-01-26 23:38;;4972;Desgaste de peças;Sistema hidráulico;1;5,8;33,3;13;12,2;6,4;Armazém;Tarde;6732;Théo Sá;
WO0378;H001;Colhedora de cana;Case IH;Cas-500;Baixa;Corretiva;Aberta;2023-11-28 06:59;;;5984;Desgaste de peças;Transmissão;1;9,3;27,1;9;22,5;13,2;Armazém;Tarde;108;Joana Carvalho;
WO0379;H015;Colhedora de cana;Case IH;Cas-360;Média;Corretiva;Concluída;2023-08-29 16:40;2023-08-31 13:32;2023-09-02 16:07;3035;Desgaste de peças;Sistema hidráulico;2;7,4;18,7;9;8,4;1;Armazém;Tarde;19951;Maria Almeida;Consequuntur nobis nostrum natus dicta. Facilis omnis omnis maiores rerum. Adipisci harum dolorem maxime voluptate delectus.
WO0380;H002;Colhedora de cana;New Holland;New-267;Alta;Corretiva;Aberta;2024-05-13 00:17;;;6811;Sobrecarga;Ferramentas de corte;4;6;3,8;9;12,9;6,9;Fazenda A;Tarde;34692;Erick Aparecida;
WO0381;H011;Colhedora de cana;Valtra;Val-331;Baixa;Preditiva;Aberta;2023-06-06 15:36;;;5100;Sobrecarga;Sistema hidráulico;1;22,7;29,3;15;23,3;0,6;Fazenda A;Noite;1516;Carlos Eduardo Ribeiro;
WO0382;T011;Trator;Case IH;Cas-T147;Média;Corretiva;Em Andamento;2026-01-30 21:57;2026-01-31 00:23;;3803;Sobrecarga;Transmissão;3;2,6;17,8;15;21;18,4;Fazenda A;Tarde;3230;Srta. Ester Pereira;"Quam omnis ut ut ducimus. Temporibus assumenda cupiditate aut cum. Maxime quis aliquid quae assumenda.
Inventore esse accusamus rem esse illo eos. Magnam id architecto doloremque libero aut."
WO0383;T013;Trator;Valtra;Val-T107;Baixa;Preventiva;Aberta;2023-09-30 13:51;;;8312;Manutenção programada;Motor;1;8,1;1,4;9;14,8;6,7;Armazém;Manhã;5542;Isaque da Luz;"Esse laboriosam molestias voluptatem ab. Asperiores voluptatibus laborum laudantium. Consequuntur facilis eaque expedita recusandae illum voluptatibus.
Error natus itaque et eaque odit."
WO0384;T001;Trator;New Holland;New-T163;Baixa;Preditiva;Concluída;2025-10-21 23:54;2025-10-23 20:20;2025-10-24 04:43;503;Desgaste de peças;Sistema elétrico;1;6,3;13,8;16;15,1;8,8;Fazenda B;Manhã;5493;Antonella Guerra;Omnis impedit vero tempora nulla nemo. Praesentium provident quas cumque quod nihil itaque. Similique occaecati mollitia vitae rem consequatur esse.
WO0385;H009;Colhedora de cana;Valtra;Val-288;Alta;Preventiva;Concluída;2025-09-22 20:46;2025-09-23 07:00;2025-09-25 22:40;3820;Manutenção programada;Pneus/Rodas;4;5,5;18,2;6;8,6;3,1;Armazém;Tarde;32220;Pedro Lucas Dias;"Omnis quaerat nostrum nostrum. Itaque officiis magnam corporis quod neque. Voluptatum pariatur quis.
Placeat blanditiis ad culpa debitis. Cupiditate placeat excepturi dolor ipsum."
WO0386;T005;Trator;New Holland;New-T152;Alta;Preditiva;Em Andamento;2026-02-15 14:04;2026-02-15 18:51;;2905;Erro humano;Motor;5;6,3;1,7;6;13,2;6,9;Fazenda A;Noite;40621;Calebe da Luz;
WO0387;H006;Colhedora de cana;Valtra;Val-290;Média;Preventiva;Concluída;2023-10-15 08:45;2023-10-15 14:15;2023-10-19 01:24;4989;Manutenção programada;Sistema elétrico;2;6,7;50;16;13,4;6,7;Fazenda A;Noite;5104;Dr. Bryan Costa;
WO0388;T008;Trator;Case IH;Cas-T163;Baixa;Corretiva;Concluída;2025-07-13 12:25;2025-07-14 08:11;2025-07-19 00:55;6764;Falha mecânica;Transmissão;1;5,3;13,4;9;16,9;11,6;Armazém;Tarde;3624;Cauã Nogueira;Quibusdam dolorum eum ab deleniti non quidem. Impedit ex voluptatibus nemo. Alias error sit eligendi sint numquam repellendus.
WO0389;T009;Trator;Case IH;Cas-T173;Média;Corretiva;Aberta;2025-11-08 07:00;;;7536;Sobrecarga;Sistema hidráulico;2;8,9;3,6;12;15,6;6,7;Fazenda A;Tarde;11856;Sr. Matteo Moraes;Sint maxime dolore ex optio sapiente. Quia sint cumque voluptates nisi delectus.
WO0390;H005;Colhedora de cana;Case IH;Cas-206;Baixa;Corretiva;Aberta;2024-09-11 03:30;;;3422;Condições ambientais;Transmissão;1;15,9;30,6;11;19,1;3,2;Fazenda A;Noite;9079;Sra. Clarice Lopes;Libero cum molestiae dolorum eius vero. Eius beatae illum animi cupiditate porro sequi.
WO0391;H002;Colhedora de cana;New Holland;New-267;Alta;Corretiva;Aberta;2024-06-22 21:49;;;4790;Condições ambientais;Ferramentas de corte;5;18;16,4;12;18,8;0,8;Fazenda A;Manhã;37199;Letícia Costa;
WO0392;H009;Colhedora de cana;Valtra;Val-288;Alta;Preditiva;Concluída;2025-09-03 09:41;2025-09-04 05:02;2025-09-08 04:41;5739;Sobrecarga;Motor;5;17,5;22,5;10;18;0,5;Fazenda B;Noite;47508;Ayla Fonseca;"Architecto iusto at. Totam voluptatum fugiat facere esse esse.
Vel culpa cumque consequuntur. Debitis sint consectetur."
WO0393;T011;Trator;Case IH;Cas-T147;Média;Preditiva;Aberta;2024-05-11 01:51;;;5672;Falha mecânica;Sistema elétrico;3;2,2;42,3;10;17,4;15,2;Fazenda B;Noite;11695;Cecilia Moreira;
WO0394;T002;Trator;Case IH;Cas-T79;Alta;Preventiva;Aberta;2025-09-03 19:09;;;915;Manutenção programada;Pneus/Rodas;4;13,4;3,4;11;13,5;0,1;Fazenda A;Noite;38768;Arthur Miguel Sousa;
WO0395;H002;Colhedora de cana;New Holland;New-267;Média;Preventiva;Aberta;2023-07-02 05:56;;;5180;Manutenção programada;Transmissão;3;5,5;7,1;13;15,9;10,4;Fazenda A;Manhã;29578;Maria Sophia Marques;
WO0396;H006;Colhedora de cana;Valtra;Val-290;Baixa;Corretiva;Em Andamento;2026-02-04 20:52;2026-02-05 18:19;;3629;Sobrecarga;Pneus/Rodas;1;6;18,9;15;12,4;6,4;Fazenda B;Tarde;9167;Dra. Fernanda Rocha;
WO0397;H009;Colhedora de cana;Valtra;Val-288;Média;Preditiva;Concluída;2026-01-07 23:20;2026-01-08 12:16;2026-01-14 14:17;8761;Falha mecânica;Transmissão;3;15;31,6;6;18,1;3,1;Fazenda B;Tarde;19915;Jade Farias;
WO0398;T013;Trator;Valtra;Val-T107;Alta;Preventiva;Concluída;2023-10-20 02:17;2023-10-21 11:32;2023-10-26 22:19;7847;Manutenção programada;Sistema elétrico;4;15,6;20,9;9;17,7;2,1;Armazém;Manhã;34548;Heloisa Pires;
WO0399;H002;Colhedora de cana;New Holland;New-267;Média;Preventiva;Concluída;2023-03-16 17:49;2023-03-17 05:14;2023-03-17 21:35;981;Manutenção programada;Motor;3;10,8;11,5;7;21,5;10,7;Armazém;Tarde;4239;Nathan Monteiro;Dolor officiis sed sunt quas repudiandae. Corrupti porro non. Laborum aut neque enim.
WO0400;T001;Trator;New Holland;New-T163;Média;Preventiva;Concluída;2025-08-08 20:12;2025-08-10 04:15;2025-08-10 07:33;198;Manutenção programada;Motor;2;13,3;8,3;15;19,9;6,6;Fazenda A;Tarde;13071;Ana Julia Moraes;Debitis aspernatur quam. Inventore molestiae eligendi voluptatibus.
WO0401;T002;Trator;Case IH;Cas-T79;Alta;Corretiva;Aberta;2024-10-15 23:11;;;487;Desgaste de peças;Sistema hidráulico;5;1;12,6;8;13,3;12,3;Fazenda B;Manhã;40201;Dr. Diego Silveira;
WO0402;H003;Colhedora de cana;Valtra;Val-478;Média;Corretiva;Concluída;2024-07-15 10:12;2024-07-17 07:55;2024-07-17 10:25;150;Erro humano;Motor;3;1,7;35;14;15,4;13,7;Fazenda A;Noite;12963;Pedro Lucas Cirino;Soluta voluptas ab debitis quia laudantium sapiente. Ipsa voluptatem reprehenderit. Tempora laboriosam corporis non tempore. Repellendus nostrum quisquam vero corporis id.
